Potrosili ste 100% kolicine podataka za prenos po maksimalnoj brzini. Na *100# kupite dodatak Neograniceni Internet i nastavite sa prenosom podataka po maksimalnoj brzini.|0
makso aj do stare pivare|0
Nisra od mog dolaska u kafanu :-( ajde sutra preko dana da prosrtamo. Bice lepo vreme :-)|-1
Za minut stizem|0
Propusten poziv:  066207346 13:14h 10.11.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
Uzmi i prenesi! Za 50 din dobijas 100 mts minuta, na 7 dana! Kupi na *100# ili posalji M7 na 687 i prenesi nepotrosene minute uz automatsku obnovu. Odjava 6560|1
Promocija Besplatno vam istice 13.11.2014. u 24:00|0
Promocija Besplatno vam je upravo istekla. Pratite aktuelne promocije u USSD meniju. Vas mt:s|0
Vas kredit je dopunjen sa 110,00 din i vazi do 14.11.2015. Platite po dobijanju slipa. TID:18509010731717. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
Vas kredit je dopunjen sa 250,00 din i vazi do 15.11.2015. Platite po dobijanju slipa. TID:18509010742959. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
Promocija Neograniceno (125 din) je aktivirana, vazi 7 dana i automatski se obnavlja ukoliko imate dovoljno kredita ili se ne odjavite. Provera stanja na *105#.|0
Ej,sta se radi,uvece oko 7,odgovara?|0
moze. oces i do grada mozda? ima u kupeu svirka neka dz ulaz|0
Ej nisam nesto za grad.Sutra ustajem rano,moram da pojacam tempo ,da se napravi lova.Dodji do mene pa mozemo da skoknemo na pivo|0
milane mene bas nesto bole jajnici,jel bi se ljutio ako bismo ostavili za sutra makar?izvini stvarno|0
aj ti do mene?kad god ti odgovara|0
Ej vazi,aj za sutra,necu ni ja stici.Zovem te sutra|0
Ej,jel si bolje,hoces da svratis?Da uzmem pivo?|0
iskrsli mi neki casovi pa bih da uzmem lovu :D aj opises ti to sto si zamislio na fb,ja ti javim cim sam slobodna pa se vidimo ako mozes i ti?|1
Vazi,javim ja onda cim napravim koncept|0
Bili ste zauzeti.Propusten poziv:  +381644325009 16:56h 18.11.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
Zdravo Ivane, da li jos uvek drzis casove? Ja bih nastavila da dolazim,ali ako je moguce,volela bih da radim po nekoj knjizi. Receno mi je da sam sad B2.Pozdrav|0
Imam neke udzbenike, da li bi bacio pogled? I da li se cena promenila? Branislava|0
Ciao. Nije problem da radimo po kojem god zelis udzbeniku. Ne znam po kojoj si ti ceni jos dolazila. Sad je jedan dvocas 700 din, a komplet od 10 casova je 6.000. Imam i ja udzbenik sa testovima za B2 za polaganje na Göthe Institutu|0
Eto. Ah da, dugujem izvinjenje za macu, moja sestra je neozbiljna. Prvo hoce, pa nece. A Fritz je porastao pravi macak, videces ga...:) pa ti kad budes htela da dodjes javi a mozemo i otici na kafu pa da mi pricas kako je bilo. Cujemo se, poz|1
Da li si dobila moj odgovor? Mozda te nisam shvatio, mozda si ti htela da pogledam tu knjigu pre nego krenes na casove, moze i tako|0
ja sam poslednji putnik koji je usao na Misi :-D Vrlo bitna informacija|1
Google Account branislava.sandrih@gma...: Password changed.See google.com/password|0
Uzmi i prenesi! Za 50 din dobijas 100 mts minuta, na 7 dana! Kupi na *100# ili posalji M7 na 687 i prenesi nepotrosene minute uz automatsku obnovu. Odjava 6560|1
Izvini sto nisam odgovorila, razmislila bih malo. Iz finansijskih razloga, obzirom i na gorivo koje placam...nadam se da nije problem da javim jos.|0
Normalno. Toliki dzaci su prosli kroz ovu kucu da ja vise i ne pamtim sve. Ove cene su od septembra, od nove skolske godine. E sad posto si ti stari djak eto moze za tebe i stara cena. Ako budes dolazila, a ako i ne, sve najbolje i javi se ponekad|0
Djaci ne dzaci :)|1
koji smor, samo je procitao onaj fajl...i poceo s nezanimljivim predavanjem. ima jos mesta za sve teme. da nas prijavim za  one grlice materice ili nesto 2?|0
Pretplata za Internet promociju Neograniceno 7 dana (125 din) istice za 1 dan i bice automatski obnovljena. Za odjavu posaljite SMS na 687 sa tekstom NET125STOP|0
Jeste vi sad tu u Pancevu? Pitala me majka jednog deteta, 6.razred za casove matematike da li znam nekog da predaje, mogu dati vas telefon, ako jos drzite?|0
Moze, slobodno prosledite. A i ja sam zainteresovana za Nemacki. Imas/te vremena u sredu? Recimo 9h. Ili bilo kad drugo.|0
Dobro, prosledicu tvoj broj. Sreda, 09 sati, odgovara. Vidimo se|0
Promocija Neograniceno 7 dana (125 din)  vam je upravo istekla. Pratite aktuelne promocije u USSD meniju. Vas mt:s|0
I miss you so much.. :(|-1
Do you remember one morning you were crying because I wrote you smthn bad. That day I realized that you really love me. And now it's already gone?|0
Brano jel idemo danas u KC?|0
idemo! :)|1
U koliko?Hocemo mojim kolima?|0
ako si ti sofer kazi ti kad. smes kasno da vozis?ako ne,vozim ja|0
Smem kasno :-).Pa u koliko si mislila?|1
I'm repeating your 'tell me, tell me, tell me..' over and over again. Just to hear your voice.. I miss you..|0
Vas kredit je dopunjen sa 300,00 din i vazi do 25.11.2015. Platite po dobijanju slipa. TID:14800181554573. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
Promocija Neograniceno (125 din) je aktivirana, vazi 7 dana i automatski se obnavlja ukoliko imate dovoljno kredita ili se ne odjavite. Provera stanja na *105#.|0
Brano hoces da kazem Djilasu da nas najavi kod Rase za petak?|0
aj! :)|1
Jesam :-)|1
KASSENKNÜLLER-proizvod koji se dobro prodaje, npr. Dieses Buch ist ein echter Kassenknüller, tako da jeste dobro rekli za film da je to komercijala|0
Kao poklon za dopunu od 200 i vise din, 26-11-2014 u 16:39 aktiviran je besplatan pristup Facebook-u, Facebook Messenger-u i Twitter-u, koji vazi 30 dana.|0
idemo veceras? :)|1
Da! :-D|1
Propusten poziv:  0643076791 17:42h 28.11.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
kod tebe sam u pola 8? ja ovu poruku napisala  nisam primetila da nisam kliknula na send!|1
Brano u 20 sati se ja i ti nalazimo kod archa a u 20 i 5 min kombi nam staje preko puta poljoprivredne.ok? :-)|1
ok :)|1
Ok :-*|1
Kao poklon za dopunu od 200 i vise din, 29-11-2014 u 03:15 aktiviran je besplatan pristup Facebook-u, Facebook Messenger-u i Twitter-u, koji vazi 30 dana.|0
Krecem za 5 minuta ka cosku tvoje ulice :-)|1
pls nemoj nisam sprrmna kasnicu izvini|0
krrcem palim juga|0
A dobro. Ti me cimni kada da krenem|0
Hey, just wanted to write you.. How are you? You would be here now.. But you're not. :( Yours Willi|-1
Pretplata za Internet promociju Neograniceno 7 dana (125 din) istice za 1 dan i bice automatski obnovljena. Za odjavu posaljite SMS na 687 sa tekstom NET125STOP|0
Dopuni 200 i vise din do 31.01. i na poklon dobijas besplatan pristup Facebook, Facebook Messenger i Twitter portalima i aplikacijama do kraja 2015! Odjava 6560|1
Oprostite, zakasnicu malo|0
Nije problem|0
PA003VF|0
Postovani korisnice, nemate dovoljno kredita za ovu uslugu.|0
Ovom dopunom zaradili ste poena: 30. Imate poena: 60, koji vaze do 31.12.2014. Vas PIN je 209. Vise informacija na mts.rs/dopuna i 064/789. Vas mts|0
Vas kredit je dopunjen sa 300,00 din i vazi do 03.12.2015. Platite po dobijanju slipa. TID:18200694321122. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
PA003VF|0
U PANCEVU za vozilo: PA003VF ste kupili kartu za parkiranje broj 29035692 u ZONI 1 po ceni od 30,53 din. koja vazi do 03.12.2014 11:58h. Sacuvajte ovu poruku.|0
Promocija Neograniceno 7 dana (125 din)  vam je upravo istekla. Pratite aktuelne promocije u USSD meniju. Vas mt:s|0
Ako kako kazete imate vremena, mozete uraditi za domaci te modalne glagole, iz radne sveske, strana AB 26, onda vezba 22 na strani AB 31, Reflexivpronomen, to znam da znate, i vezbu broj 7 na strani AB 38, to je ono kad ide "als" a kad "wenn", eto ako stignete da ovde ne gubimo vreme s tim nego radimo nesto drugo|0
Obavestavamo Vas da u 11:58h, 3.12.2014 godine istice parkiranje za vozilo PA003VF u ZONI 1.|0
Gerne :) Sie haben mir früher ein Paar Bücher gegeben, von Göethe Institut. Können Sie vielleicht, manchmal, das wieder tuen? Ich habe vergessen das zu fragen|1
Ja, ja, mache ich :)|1
I miss you so much.. :(|-1
Uzmi i prenesi! Za 50 din dobijas 100 mts minuta, na 7 dana! Kupi na *100# ili posalji M7 na 687 i prenesi nepotrosene minute uz automatsku obnovu. Odjava 6560|1
Promocija Neograniceno (125 din) je aktivirana, vazi 7 dana i automatski se obnavlja ukoliko imate dovoljno kredita ili se ne odjavite. Provera stanja na *105#.|0
Kao poklon za dopunu od 200 i vise din, 04-12-2014 u 15:57 aktiviran je besplatan pristup Facebook-u, Facebook Messenger-u i Twitter-u, do kraja 2015.|0
Draga drugarice, srecan ti rodjendan, zelim ti puno srece, zdravlja i uspeha! Nadam se da cu te nekad videti, ona divna slika me svakog dana podseca na tebe :*|1
Vas kredit je dopunjen sa 200,00 din i vazi do 04.12.2015. Platite po dobijanju slipa. TID:14800181796727. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
Sta radis? :p|1
I love you..|1
Stigle su nam arome,ukusi i ugalj. :) INDIA SHOP Njegoseva 8. Pozdrav!|1
hvala Vam na informaciji, vidimo se! :)|1
Zdravo, ja sam u jag4, jel mozemo da razmenimo dobra? :) Branislava (avon)|1
Vazi ja sam u jag3 ae izadji ispred :)|1
Propusten poziv:  066316536 19:38h 04.12.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
Propusten poziv:  0631778157 21:04h 04.12.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
Izasla si ?|0
jok nocas treca smena|0
Gde? :p|1
eej|0
Ajde da jedemo?|0
:p|1
Mala :p|1
:*|1
Mozete li na skype?|0
ja mogu tek za ~ 1h... moze?|0
Ja ne znam,sto se mene tice moze, i onako ne mogu svi odjednom...|0
Stizem za 5 minuta|0
Zdravo Jasmina, ovo je broj od mog druga koji je ucitelj po profesiji: 0644451839. Objasnila sam mu i njemu bi odgovaralo da tako radi s vasim detetom. Ipak je on strucniji u tome. Zove se Nenad. Izvinite zbog ove promene.|0
Hvala.|0
U hedonistu smo. :-)|1
Sta radis?|0
nema sanse, skoro smo zavrsili sastanak, dok ja dodjem vi odoste :D jbg uzivajte :)|1
Hvala i ti na salsi. :D|1
Izvinite ali ja imam neplanirano sutra casove u skoli, pa ako nije problem da cas pomerimo za prekosutra u 9 ili kad vi kazete?|0
nema problema, moze cetvrtak :)|1
Ok. Dann am Donnerstag um 9 :)|1
Your Google verification code is 946753|0
Pretplata za Internet promociju Neograniceno 7 dana (125 din) istice za 1 dan i bice automatski obnovljena. Za odjavu posaljite SMS na 687 sa tekstom NET125STOP|0
With every day more that passes I miss you more and more..|-1
Cao. Nazalost, planirani android trening se odlaze zbog loseg zdravstvenog stanja predavaca. Izvinjavamo se i nadamo se da cete se ipak prijaviti na istek android takmicenje. Pozdrav.|-1
Sta radis? :p|1
Imam nekih pomeranja termina u nedelju sa casovima pa ne morate doci tako rano u 10. Znam da ste i vi hteli kasnije. :) Moze nedelja,u 11 i 15?|1
Obnovljena Vam je pretplata za Internet promociju Neograniceno 7 dana (125 din).|0
moze :)|1
Brankaaaaaaa vidjamo li se veceras? :D|1
Zamolio bih te da se javis tj da dignes slusalicu ili me pozoves na ovaj broj ili na  o64-12-ooo -98 pozd tasa taxsista|0
Sxetnjitza? :-)|1
Sta radis?:p|1
:p|1
Knut je bio atrakcija Berlina. Mladji ste, pa vam zato mozda nije poznato. To su hiljade ljudi stajali u redu ispred zoloskog vrta samo da ga vide...jako lepa prica|0
Vas kredit je dopunjen sa 300,00 din i vazi do 14.12.2015. Platite po dobijanju slipa. TID:11100722573641. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
javi mi za kucu :) Branislava, iz broja 50|1
Moji mi prave problem. Mocicu sa ih zadrzim do sutra. Cucemo se sutra da se dogovorimo kad da ti donesem kucu. Drugu cu da pokusam da udomim. Pozz|-1
Uopste ne mogu da ti odg na fbu. :O|1
Ja sam danas slobosan do 18h. Kazi kad ti odgovara da ti donesem kuci ili ti dodji da odaberes.|0
jel bi ti odgovaralo za jedno pola sata recimo? koje god da odaberes, lepa su oba :)|1
Za 30' cu ti ga doneti. Pozdrav|0
kad dolazis? ja sam te cekala do sad napolju..zvono ne radi pa mi pls javi kad da izadjem|0
Umre ciga i stize kod boga,bog ga pita gde bi ti vise voleo da odes u pakao ili raj? Kaze ciga boze ja bi u bec ako moze :D|1
Je l' imas da mi sibnes neki tutorial za mysql? :)|1
Kad ti odgovara sutra da se vidimo (knjige za nemacki) Boris|0
hej, knjige imas na torentu, kucaj: teach yourself german i biraj nivo :)|1
Pretplata za Internet promociju Neograniceno 7 dana (125 din) istice za 1 dan i bice automatski obnovljena. Za odjavu posaljite SMS na 687 sa tekstom NET125STOP|0
Propusten poziv:  0631778157 10:38h 17.12.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
Potrosili ste 100% kolicine podataka za prenos po maksimalnoj brzini. Na *100# kupite dodatak Neograniceni Internet i nastavite sa prenosom podataka po maksimalnoj brzini.|0
Sta radis?|0
Uzmi MIX na 7 dana - 600 mts minuta, 1200 SMS i neograniceni Net u Srbiji (100 MB po max brzini) za 299 din.Kupi na *100# ili posalji MIX7 na 687. Odjava 6560|0
Your Google verification code is 307562|0
Draga moja, kako si? Kako povodis dane? Volela bih da te vidim. Grlim te puno!|1
juhu|1
ej bree|1
Obnovljena Vam je pretplata za Internet promociju Neograniceno 7 dana (125 din).|0
Izlazis negde?|0
Propusten poziv:  0656723389 20:53h 19.12.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
E Bran i ti si meni draga, lavica i borac:-)  a ja svoje dane provodim kako se mora, pomalo se zavaravam, ali to svi valjda nekad cine. Sad vodim neku izolovanu politiku, ali kad me to prodje, vidimo se, sem ako te tvoja programerska orijentacija ne navede u neke daleke krajeve:-)  ljubim te, kako si ovako?|1
Propusten poziv:  0646163383 11:04h 20.12.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
Setnja dok ima sunca? :-)|1
Da li je u redu da otkazem cas za sredu? Imam odjednom dosta obaveza pa bih preskocila koji dan.|0
Nije problem. Cetvrtak, petak, subota, kad god, tu sam, javite :)|1
Kasnim 2 min, kreni ka meni slobodno :)|1
Brankaaaaaa moze li u 6 i 15? :)|1
jbt 18h!? on nije bas bazdaren...nema sanse, doci cu nesto kasnije, ni u 4. osnovne nisam tad isla na rodj :D sad tek vidim to na fb|1
Meni bas odgovara, moram rano da ustajem. :D Pa sta cemo onda? :)|1
pa vidimo se tamo, ti kazi od koga je poklon|0
Kada stizes do Popovica? :D|1
zvonim kazi mu|0
Ok.Saljem sutra.Pozzz|0
50% NIZE CENE na 31 dan - minut 4,95 din, uspostava veze 4,95 din, SMS 2,45 din, 1 MB 30 din! Kupi paket na *100# za 299 din. Info na mts.rs/popust. Odjava 6560|1
Pretplata za Internet promociju Neograniceno 7 dana (125 din) istice za 1 dan i bice automatski obnovljena. Za odjavu posaljite SMS na 687 sa tekstom NET125STOP|0
Propusteni pozivi 3: 3: 0637612038 16:59h 24.12.2014  iPhone u mts ponudi - uz novi ugovor vec od 1 din!|1
Gospodjo ja se izvinjavam, ipak cu kasnije do Beograda. Da li Vam 17:30h kod mosta odgovara?|0
Važi kad tebi odgovara bicu uto vreme  hvala ako treba docicu u pančevo samo kaži gde|0
Si kuci da ti donesem ono|0
Je l' imamo mi, nikog nema...|0
ne znam :S bas sam te sad pitala na fb...|0
Cimni kad da izadjem da ti dam ovo|-1
desi ti|0
Je l' imamo?|0
hej sta radis?|0
Bili ste zauzeti.Propusteni pozivi 3: 3: +381631778157 20:36h 25.12.2014  Srecni praznici! Vas mts|1
Potrosili ste 100% kolicine podataka za prenos po maksimalnoj brzini. Na *100# kupite dodatak Neograniceni Internet i nastavite sa prenosom podataka po maksimalnoj brzini.|0
Promocija Neograniceno 7 dana (125 din)  vam je upravo istekla. Pratite aktuelne promocije u USSD meniju. Vas mt:s|0
Vas kredit je dopunjen sa 200,00 din i vazi do 26.12.2015. Platite po dobijanju slipa. TID:11100723249970. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
Promocija Neograniceno (125 din) je aktivirana, vazi 7 dana i automatski se obnavlja ukoliko imate dovoljno kredita ili se ne odjavite. Provera stanja na *105#.|0
Samo mi javite da li se vidimo sutra standardno ili ne? Nije nikakav problem ako preskacemo, nego samo da znam zbog obaveza, nisam razumeo da li preskacemo sredu ili se vi javljate za iduci put? Poz|0
Oprostite sto Vam se nisam ranije javljala. Imate li u nedelju ujutru vremena, mozda opet 15 do 11, pola 11 onako?|0
Potvrdicu veceras dal cu moci tad|0
Moze, nedelja u 11. Vidimo se|0
Aj na svirku veceras u kupe?|0
Izlazis negde ?|0
eeej|1
heluo|0
Prodjoh danas ispred tvoje kuce :D|1
Profesore ja se zaista izvinjavam, ali sprecena sam da dodjem. Nadam se da Vam ne remetim mnoge planove. Napravila bih i malo pauzu u narednom periodu. Pozdrav|0
Nikakav problem, vi se javite, cujemo se|0
Sredio sam ja...:-) Vidim da ne vidis na facebook-u|1
Vas kredit je dopunjen sa 300,00 din i vazi do 31.12.2015. Platite po dobijanju slipa. TID:11100723569820. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
Uzmi MIX na 7 dana - 600 mts minuta, 1200 SMS i neograniceni Net u Srbiji (100 MB po max brzini) za 299 din.Kupi na *100# ili posalji MIX7 na 687. Odjava 6560|0
Propusten poziv:  062616691 12:29h 31.12.2014  Srecni praznici! Vas mts|1
draga drugarice, srecan ti rodjendan, da mi uvek budes tako lepa i draga i da ti sve u zivotu ide kao po loju..:* :* :*|1
Hvala puno drugarice moja! Sta radis danas? Kod nas ce doci samo Mirela i Lozic,jel bi dosla i ti?|1
pa navratila bih da vas vidim makar :-) ;-*|1
Mogla bi da dodjes da budes sa nama? :-)|1
pa ako ne smetam, sto ne :-)|1
Ne smetas,dodji! :-)|1
STA MI RADITE.JESI SPREMNA ZA DOCEK.SVIMA VAM SRECNA N.GODINA.POSLACU BILJU DA TI DA DUG ZA JEDNO POLA SATA A ODUZICU TI SE KAD SE VRATIM IZ AUSTRIJE.IDEM U SUB OTU.U PET SAM TEK DOBILA NOVAC PA IZVINI.A U FRCI SAM DRAGAN IDE DA RADI OVAJ TAMO DAJ OVO DAJ ONO.NEZNAM NI STO SAM KITILA .UZAS.AL BICE BOLJE.|1
Nema problema. Za provod sam spremna uvek! Mi smo kod kuce kad god da dodje Bilja.|1
EVO SAD CU DA JE POSALJEM NEGO NEMAM SITNO SAMO STO AKO NIJE PROBLEM AKO IMAS 50 IL DA TI JA UJUTRU DODAM|0
Ma moze sve, nema problema|0
PA KAKO HOCES TI. AKO TI TREBA SADA OK,AKO NE UJUTRU CU TI JA DONETI|0
Jel dolazis?|0
Pretplata za promociju Internet 7 dana 200 MB (125din) istice 02.01.2015. i bice automatski obnovljena ukoliko imate dovoljan iznos kredita.|0
Draga moja, zelim ti jednu lepu i uspesnu godinu kakvu dobra dusa kao ti samo i zasluzuje :-*|1
Srecna Nova Brankaaaaaaaaaaaaaa! :DDDDD|1
srecna Nova godina i tebi i tvojoj porodici, da bude najlepsa i najuspesnija do sad!|1
SRECNA NOVA GODINA :D!! sve najbolje ti zelim :D|1
Srecna Nova godina! Sve najbolje! :)|1
Ej Bran draga, hvala:-)   Nek te sluzi dobro zdravlje, a kad je tako za tebe prepreke ne postoje. I naravno, ljubavi, ljubavi...|1
imam nov telefon i nemam pola brojeva :( ko mi to lepe stvari zeli?|-1
Sara Popadic :)|1
imam nov telefon i pola mi brojeva fali :( ko mi to tako lepe stvari zeli?|-1
draga Sara, zelim ti najlepsu  i najuspesniju godinu do sad!|1
Hvala draga Brano. :) Takodje. :*|1
sofi je brano :D sve najbolje :D|1
e sole nikako da te pitam za broj. zelim ti najlepsu i najuspesniju godinu do sad!|1
haha e sad imas :D e hvala brano i ja trbi zelim najlepsu i najuspesniju novu godinu :D|1
Srecna nova godina, sve najlepse!:)|1
I hope you had a nice new year party. I wish you a successful and healthy happy new year! Take care! Willy|1
MAMA NE PRIMA PORUKE SVE PISE NEUSPELO.PA PROVERAVAM TEBI DA VIDIM DA NIJE DO MOG TELEFONA|0
Promocija Internet 7 dana 200 MB (125din) je obnovljena. Odjava na *100# ili NET125STOP na 687 najkasnije do 22h u danu isticanja promocije.|0
Da li hoces do aviva? :-):-)|1
Setnjica oko 1, 2? :-)|1
e vec sam se dog s drugom :)|1
Ok :) drugi poot|1
Za dva min krecem|0
ja kod kalimera ti?|0
cekam da me gaga pokupi,ide kuci da ostavi torbu|0
Dolazi i dragomir, cekam ga za koji kinut treba da stigne do mene i odma krecemo ka hramu. Malo cemo zakasniti|0
Ulaziko u crkvu|0
Propusten poziv:  066207346 15:53h 06.01.2015  Srecni praznici! Vas mts|1
Branka izvini sto ti se pre nisam javio, ja sam zaboravio da sam Draganu obecao da cu sa njim ici da kupi karte za koncert. Idemo na kafu posle Bozica. :*|1
kako izdrzavas? :)|1
Nekako sam izdrzao :) sad smo stigli i za kojih pola sata idemo na veceru :) a kasljeeeeem.... Strasno :)|1
vidim ja, bice izbor sipak-nana-kamilica sutra :-) ja gledam crtace i mazim se s jednom preeumiljatom devojcicom...|1
Mislim da hoce :( juuu... Kakve su to perverzije na badnji dan?? :D|-1
POSLUSAJ BOZE MOLITVE NJENE BOZIC JE DANAS JEDNE DIVNE ZENE PODARI JOJ ZDRAVLJE POKLONI JOJ SRECU ISPUNI JOJ ZELJU NAJVECU.MIR BOZJI HRISTOS SE RODI!|1
Vaistinu se rodi, srecan Bozic!|1
U vekove zdravi bili,s' badnjakom se veselili,nek bas sreca zdravlju vodi,MIR BOZJI,HRISTOS SE RODI! :) :*|1
Vaistinu se rodi! Srecan Bozic tebi i tvojoj porodici :-)|1
Hristos se rodi! Srećan Božić! :-)|1
Vaistinu se rodi! Srecan Bozic tebi i tvojoj porodici :-)|1
Hvala, takođe! :-)|1
Srecan Bozic Brankaaaaaaaaaa! :D Sve najolje zelim tebi i tvojima. :*|1
Mir Boziji Hristos se rodi! Sutra slavimo Kicin rodj,dodji na torticu :-)|1
Vaistinu se rodi, tebi i tvojoj porodici srecan Bozic! Kad da navratim, u koje doba? :-)|1
Kad hoces,posle podne,oko 19 ce dolaziti jel ti to odgovara?|0
moze,super :-*|1
Ok,vidimo se onda sutra :-*|1
Pretplata za promociju Internet 7 dana 200 MB (125din) istice 09.01.2015. i bice automatski obnovljena ukoliko imate dovoljan iznos kredita.|0
hej,mene je stegla neka kijavica, preneo mi je drug..misim da je bolje da ne dolazim pa zarazim jos i vas.lepo se druzite veceras,a detetu ti srecan rodjendan!|1
Dopuni i zaradi! Uplati najmanje 250 din kredita na kioscima Moj Kiosk i dobijas 10% vrednosti u poenima, za kupovinu vecine proizvoda u kioscima. Odjava 6560|1
Ok,kica je isto bolestan al ako se ne osecas dobro onda odmaraj.|0
Vas kredit je dopunjen sa 200,00 din i vazi do 09.01.2016. Platite po dobijanju slipa. TID:11100724041025. Kupite nove Uzmi promocije na *100#. Info mts.rs/uzmi|0
